design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
519,25647,42175,18083,71,63,5879,0.8098,0.32
520,22486,37483,11461,16,39,6299,0.2933,0.54
521,23098,29583,6950,97,35,5265,0.6062,0.98
522,25842,7365,16187,59,83,16091,0.4655,0.05
523,13503,22863,3850,65,15,5162,0.5806,0.53
524,13221,10216,2528,99,13,13391,0.5294,0.33
525,22403,15833,10017,45,70,9888,0.2337,0.11
526,11066,46760,10208,40,48,6389,0.4208,0.43
527,26658,25602,7104,6,98,2435,0.2879,0.64
528,953,37520,6109,26,20,13499,0.5423,0.53
529,20630,43341,10009,26,52,11079,0.8351,0.03
530,28412,9347,12057,45,57,14832,0.8969,0.58
531,20253,23940,8483,99,69,5348,0.861,0.23
532,17058,21158,6259,18,52,12674,0.89,0.34
533,27937,49793,7165,97,74,19739,0.2107,0.31
534,17632,35029,13118,39,50,19754,0.7106,0.86
535,22777,18735,18690,54,79,12118,0.3911,0.05
536,22941,25728,3418,13,37,3576,0.8059,0.35
537,23993,31462,16178,63,56,12400,0.7696,0.39
538,10007,21053,2877,60,85,13753,0.4966,0.62
539,4877,19228,16040,95,59,1337,0.5313,0.79
540,29609,47456,2537,14,55,14852,0.3856,0.73
541,20338,12161,19955,29,44,4994,0.4022,0.75
542,29849,6141,13397,49,29,410,0.8868,0.19
543,15438,12773,16327,15,67,18408,0.8222,0.91
544,2591,21159,1693,13,26,3514,0.3343,0.41
545,27336,34428,17646,11,94,18660,0.3929,0.01
546,15428,44822,69,75,95,5094,0.2761,0.67
547,14699,17648,725,38,42,1900,0.8922,0.6
548,19608,15178,17042,87,13,5982,0.835,0.13
549,22175,5519,16495,24,41,10966,0.5865,0.96
550,3151,35590,9507,93,9,3825,0.685,0.56
551,16079,10650,1204,9,86,12629,0.7236,0.47
552,16488,49722,9870,97,26,867,0.3427,0.4
553,21706,30437,9868,59,16,2196,0.8543,0.21
554,21799,1568,3766,95,64,7883,0.5687,0.95
555,21353,24409,5292,93,48,6064,0.2647,0.7
556,976,908,5072,19,26,5008,0.478,0.57
557,25667,24847,17876,52,10,16875,0.6212,0.63
558,23511,6819,1703,8,31,10534,0.447,0.84
559,4242,16463,2552,82,59,10741,0.6894,0.64
560,15302,28818,19703,85,19,14681,0.8174,0.11
561,7066,28901,16715,25,68,19646,0.7403,0.7
562,7179,43459,14136,84,21,1946,0.6499,0.56
563,8087,37941,3453,94,7,1139,0.5585,0.97
564,6899,8112,1285,13,14,358,0.3781,0.73
565,29040,18129,13199,70,67,13821,0.5185,0.34
566,4565,46760,14446,83,67,17452,0.4051,0.14
567,17119,41117,14480,39,93,4543,0.8538,0.48
568,13517,48015,17219,92,66,12806,0.8351,0.68
569,18177,867,13914,55,89,12434,0.3091,0.18
570,26358,3995,15556,82,13,19695,0.7758,0.65
571,21236,43068,11559,41,28,7134,0.692,0.83
572,8411,40197,3244,10,36,15245,0.8826,0.16
573,17314,15432,4839,86,7,1407,0.5243,0.71
574,14198,14721,10688,90,37,132,0.7055,0.07
575,28351,11434,5400,86,47,8492,0.5625,0.01
576,5277,18274,583,55,16,9335,0.2486,0.03
577,14362,33753,3713,70,97,5461,0.2327,0.63
578,26045,40602,179,21,89,18821,0.2855,0.97
579,25416,36774,12613,69,36,17842,0.4073,0.77
580,8408,37360,19393,13,24,15085,0.3814,0.25
581,6049,42598,1908,17,71,15550,0.7098,0.07
582,19322,2173,15785,62,72,9340,0.7011,0.62
583,1250,49564,12392,34,21,3778,0.88,0.0
584,24044,6369,3699,35,85,5344,0.4173,0.79
585,2031,17294,11028,27,23,12134,0.8569,0.24
586,9304,26911,19531,67,8,372,0.629,0.3
587,18148,6941,19946,32,97,15886,0.5467,0.34
588,1181,43823,4910,63,21,2107,0.6675,0.76
589,29405,34900,9462,14,68,3110,0.6919,0.27
590,16996,9799,8883,93,26,16260,0.3204,0.28
591,27525,45605,14185,94,70,5685,0.7262,0.54
592,13507,10862,773,30,46,3434,0.7076,0.46
593,7905,39997,787,81,80,9503,0.8983,0.96
594,5337,41656,13929,21,49,10283,0.8384,0.26
595,17043,2247,1349,44,15,3506,0.6793,0.09
596,20156,33483,19914,72,57,3714,0.6987,0.54
597,12875,33815,389,27,64,3146,0.8622,0.18
598,23888,38545,202,39,33,13921,0.877,0.41
599,16344,40734,9663,79,24,7615,0.7789,0.19
600,13284,2113,13805,80,9,4709,0.7372,0.88
601,3443,20181,16032,13,29,16582,0.278,0.33
602,13600,16974,19485,83,38,5780,0.7812,0.77
603,20554,37855,476,49,16,16131,0.3772,0.95
604,29475,8833,9377,41,32,10517,0.5946,0.94
605,9762,9579,18806,73,10,17048,0.4838,0.52
606,17064,9925,11571,23,23,8481,0.4419,0.98
607,15225,21404,17383,79,16,17346,0.4172,0.66
608,23488,35794,1423,77,29,3063,0.7988,0.13
609,26970,40150,7132,31,17,5459,0.7384,0.89
610,8230,15735,9943,17,85,11995,0.5664,0.47
611,19631,48715,18916,61,80,16592,0.6651,0.15
612,20733,20860,7643,64,7,16034,0.8892,0.79
613,1779,9590,9545,16,28,597,0.4783,0.62
614,3606,21352,16804,13,12,2950,0.5858,0.88
615,13384,39854,7887,96,94,7724,0.5735,0.83
616,7353,6962,11222,81,49,18699,0.8552,0.32
617,19228,45027,18730,88,76,8996,0.4461,0.26
618,28032,4523,10367,81,5,17168,0.8904,0.73
619,28721,10550,10984,31,7,11070,0.4133,0.57
620,9535,41027,18798,94,69,4367,0.2762,0.07
621,21672,34941,5280,67,19,1974,0.334,0.18
622,11410,22654,13695,97,54,573,0.4984,0.15
623,13396,49953,9004,33,24,10988,0.6548,0.59
624,18625,31926,12304,26,7,14709,0.5618,0.09
625,13345,42979,17438,77,65,8859,0.4634,0.21
626,27735,6925,7107,92,19,15585,0.5934,0.55
627,29224,43520,3805,23,63,16348,0.7872,0.13
628,29999,12554,2896,42,58,17294,0.7873,0.25
629,11251,24351,3014,99,64,16233,0.7084,0.91
630,10557,20748,8928,43,41,13628,0.8667,0.7
631,23101,40836,12698,19,25,13474,0.6131,0.31
632,2579,24630,2805,58,27,17741,0.2054,0.88
633,22968,12616,19166,36,22,14151,0.4037,0.25
634,29322,47158,6523,50,21,19255,0.4298,0.59
635,26311,40644,14604,65,35,15553,0.5831,0.37
636,23905,8658,1743,97,68,11556,0.8334,0.75
637,26433,8819,11134,56,52,8276,0.7867,0.37
638,4552,4986,12053,38,30,16219,0.3625,0.25
639,26746,28285,17118,77,26,18534,0.5636,0.61
640,5981,37487,2969,39,49,14888,0.6614,0.75
641,23149,21675,3806,74,40,16870,0.8913,0.54
642,14169,46824,3333,41,68,12787,0.2219,0.72
643,2949,43213,4741,82,39,2622,0.5247,0.42
644,27927,39743,7400,65,79,12221,0.8917,0.8
645,7490,10200,17590,53,95,13970,0.884,0.59
646,23389,7956,3111,13,86,16742,0.4315,0.2
647,12022,38269,5969,23,31,12602,0.2,0.89
648,2589,28904,17726,91,72,16925,0.6107,0.84
649,9923,35890,10126,32,21,5358,0.8069,0.96
650,27492,31088,9802,84,74,16955,0.427,0.57
651,9307,44543,16062,30,15,1964,0.854,0.68
652,9640,11012,9225,42,9,13912,0.4329,0.86
653,16464,38606,7952,44,62,2975,0.6271,0.05
654,4711,47994,2117,29,86,3340,0.7054,0.91
655,27763,22468,2029,73,61,10383,0.4418,0.27
656,19323,1870,18170,75,93,19663,0.4465,0.06
657,25011,12405,18352,27,78,11090,0.529,0.24
658,5978,10069,750,93,84,5659,0.7847,0.59
659,29268,12504,4096,69,78,2621,0.2706,0.05
660,16447,9089,2123,26,78,16666,0.642,0.0
661,25571,36083,11995,68,89,9864,0.6741,0.64
662,22787,44848,16828,72,18,19086,0.5905,0.45
663,28222,39562,3098,62,76,1266,0.8551,0.84
664,951,19460,19886,32,5,3589,0.6214,0.26
665,18171,20221,572,82,20,571,0.6442,0.28
666,26607,26387,11151,72,30,11076,0.6198,0.08
667,6933,43529,8791,79,53,19500,0.7054,0.54
668,12038,34260,17902,8,46,11441,0.2948,0.37
669,2527,6889,12724,5,74,16774,0.826,0.34
670,26244,27281,17855,30,70,10986,0.2297,0.46
671,4100,14485,335,37,57,12188,0.6485,0.85
672,5152,17161,19179,85,13,12180,0.6308,0.11
673,2838,205,12007,31,73,8300,0.3457,0.52
674,28174,44347,7158,46,44,16417,0.2285,0.2
675,22216,21237,15040,73,60,3303,0.2972,0.21
676,5487,34814,17879,75,9,16676,0.3902,0.26
677,8102,5644,5887,68,60,277,0.8175,0.46
678,5636,13375,15082,29,76,6753,0.799,0.49
679,13579,39853,1516,76,9,12855,0.2447,0.87
680,4013,34650,9156,8,73,19036,0.4025,0.89
681,17550,19741,8529,16,56,8368,0.8225,0.59
682,24207,6313,10330,62,85,4480,0.3657,0.28
683,20864,14585,5982,99,77,4903,0.8972,0.82
684,10736,15705,10046,15,37,16341,0.3798,0.79
685,20591,37737,1228,63,26,9673,0.7174,0.8
686,5826,20490,2601,40,89,2218,0.4919,0.02
687,3473,9967,16075,26,19,2798,0.2954,0.75
688,12261,4081,9830,69,69,17742,0.3786,0.85
689,27222,9593,10198,54,75,1643,0.6726,0.61
690,25429,5782,10017,8,27,14835,0.4359,0.75
691,2182,5882,4912,76,10,17927,0.6229,0.78
692,27450,29899,9229,93,88,11494,0.3439,0.51
693,27572,42005,5905,96,62,15991,0.514,0.81
694,28861,17084,17637,56,30,12602,0.5586,0.79
695,25451,45880,1169,47,16,4827,0.4889,0.92
696,23232,22860,4025,50,81,7158,0.3385,0.92
697,16381,26093,12969,8,81,8488,0.5231,0.53
698,15405,1624,9652,17,6,17516,0.685,0.03
699,9917,49502,12745,42,36,13170,0.8754,0.02
700,11361,26220,1342,49,54,60,0.7527,0.94
701,517,178,9436,29,99,18440,0.313,0.34
702,24790,35991,10190,71,65,3579,0.3909,0.38
703,8908,25573,18651,59,15,18726,0.2552,0.47
704,20458,39932,11822,43,72,14634,0.295,0.27
705,3367,45936,6640,69,38,17378,0.3755,0.59
706,17309,8517,14027,79,84,18723,0.3397,0.78
707,24152,13462,17451,6,99,3393,0.3496,0.26
708,5845,1309,5226,73,93,19000,0.3615,0.74
709,26192,38021,12449,90,12,1809,0.4105,0.67
710,11438,4998,6697,66,12,15114,0.2879,0.53
711,512,18662,6065,50,19,2278,0.3945,0.33
712,7643,10971,15895,81,9,14813,0.6819,0.87
713,7687,7710,18523,91,23,8509,0.3655,0.4
714,828,43945,2106,35,78,14965,0.3203,0.37
715,28024,27482,12226,39,13,10440,0.2474,0.64
716,23648,15891,10053,49,61,11929,0.55,0.92
717,27484,35412,13797,81,58,14985,0.7894,0.51
718,25351,38390,3164,58,33,16948,0.2413,0.72
719,11757,2470,13492,75,23,18177,0.5796,0.46
720,6088,19765,7433,73,81,9171,0.6554,0.22
721,18988,4810,1679,33,50,15837,0.6147,0.12
722,3067,428,17977,76,84,1498,0.8143,0.14
723,14627,46551,18338,12,66,16632,0.8065,0.02
724,19270,38447,17870,58,98,18214,0.2401,0.55
725,16148,20712,3367,11,64,15256,0.4527,0.13
726,17606,45990,11301,87,9,11334,0.6696,0.87
727,20563,6894,4166,27,37,13907,0.8667,0.98
728,18055,32988,9673,36,87,19938,0.7633,0.5
729,5173,6849,6173,66,59,7722,0.3236,0.45
730,5204,46631,3111,49,23,13388,0.3954,0.35
731,2243,20708,8139,72,21,19001,0.7345,0.64
732,26363,15550,3781,34,92,9171,0.53,0.61
733,23290,3775,6377,43,96,14885,0.5831,0.34
734,7457,18560,16411,9,46,5402,0.6263,0.34
735,28808,38511,15957,71,26,17853,0.2723,0.64
736,12143,11660,19751,26,43,9572,0.7992,0.55
737,3540,32563,2096,32,84,18991,0.8042,0.72
738,20250,31763,19578,26,31,7920,0.5278,0.94
739,5744,48251,19655,90,80,473,0.6388,0.78
740,10618,3270,11382,33,50,199,0.6619,0.3
741,14652,33223,5114,47,32,14697,0.3328,0.76
742,3014,28910,9495,46,56,16572,0.2788,0.45
743,21452,9818,772,64,69,7115,0.2145,0.78
744,22401,128,13339,81,43,11967,0.839,0.89
745,13684,47699,15260,75,22,18304,0.442,0.25
746,12244,17497,7614,78,91,18495,0.2601,0.24
747,14497,43762,8325,96,26,11060,0.5261,0.43
748,8887,41887,3869,72,72,14109,0.2529,0.05
749,14291,45506,3414,63,15,13880,0.2597,0.69
750,828,47757,4368,90,86,13912,0.5422,0.75
751,17849,2124,19214,88,68,8231,0.5562,0.35
752,20976,38707,11529,88,75,4330,0.6061,0.47
753,798,13603,7448,10,89,14495,0.6594,0.59
754,7286,10403,2502,77,61,5746,0.6678,0.07
755,14612,17238,475,32,39,792,0.5031,0.71
756,14023,25445,13915,81,41,4231,0.6505,0.53
757,16879,29605,13557,35,54,12475,0.4133,0.62
758,7500,2006,8849,43,34,11779,0.5089,0.72
759,24566,40267,2174,54,21,2041,0.4753,0.68
760,4271,8061,17734,82,37,3755,0.4304,0.1
761,4460,26240,5065,90,20,13113,0.367,0.78
762,2602,12131,8707,41,19,1066,0.2549,0.61
763,26495,15228,18398,92,17,8338,0.5541,0.71
764,17201,15763,10781,76,7,17428,0.5761,0.26
765,19266,34328,18794,19,28,8324,0.4353,0.22
766,21430,15782,18473,55,27,14432,0.8831,0.83
767,28253,15293,16358,74,63,4575,0.5899,0.39
768,5586,28661,17618,27,59,5259,0.8223,0.58
769,8435,43913,14693,29,69,16946,0.5991,0.55
770,21464,7866,3984,99,36,18356,0.3329,0.59
771,27816,29944,11459,50,64,1747,0.8822,0.07
772,23750,29532,8222,97,34,11727,0.8197,0.3
773,4591,29604,827,27,70,18348,0.5299,0.07
774,23676,37246,19813,14,22,4803,0.3701,0.48
775,11230,40397,15955,77,63,6866,0.3559,0.9
776,22072,20958,2468,81,57,12218,0.7642,0.39
777,7751,3171,12504,36,68,8888,0.2484,0.78
778,20120,17039,2489,55,34,847,0.6466,0.29
779,27898,25031,7854,45,22,16190,0.6481,0.86
780,1267,44560,13073,69,9,14142,0.3277,0.42
781,27292,1140,14876,69,73,10925,0.6934,0.36
782,1162,2786,13262,44,12,16278,0.6938,0.7
783,18640,12766,2039,22,13,1275,0.445,0.51
784,24344,35421,7918,40,36,5616,0.5384,0.34
785,21645,1879,9308,35,18,12444,0.7829,0.06
786,21789,13286,994,58,17,13653,0.5662,0.17
787,11274,16559,18331,67,22,5972,0.6327,0.77
788,23025,20810,5200,5,72,13023,0.4889,0.92
789,27970,22319,18131,56,26,5086,0.3047,0.17
790,4829,5157,11056,61,24,2696,0.8986,0.57
791,9448,18833,10730,13,19,19165,0.5721,0.03
792,23814,19257,15254,90,11,8874,0.4355,0.29
793,5434,35130,1715,96,81,4744,0.6997,0.45
794,9024,19713,12861,94,34,5595,0.6346,0.74
795,4430,43176,9001,78,9,3731,0.363,0.04
796,24494,49644,10399,60,5,464,0.8138,0.78
797,6901,17592,9593,51,64,11448,0.2496,0.2
798,4946,20846,9510,7,35,7249,0.624,0.76
799,6831,5288,1835,6,24,10829,0.5345,0.63
800,15468,41670,5998,58,87,14133,0.4227,0.34
801,23725,29780,14548,41,68,7582,0.7785,0.72
802,17437,37925,19041,60,68,8271,0.6594,0.24
803,2639,36866,2680,35,33,15284,0.7316,0.22
804,7156,8964,7710,16,14,8371,0.4903,0.06
805,11616,36545,288,62,33,7995,0.8597,0.39
806,11593,5896,19970,71,35,5239,0.4413,0.1
807,1642,47318,13941,30,79,4264,0.5717,0.42
808,21777,39231,9388,82,91,2424,0.8536,0.01
809,14064,8223,9799,16,34,4033,0.2582,0.16
810,17675,8322,10399,94,29,11383,0.2762,0.93
811,6413,24174,13632,20,84,257,0.8959,0.8
812,27669,46522,11693,57,62,12457,0.88,0.24
813,23422,29925,12295,76,61,8189,0.7402,0.72
814,19165,36939,7949,53,91,9223,0.5389,0.67
815,25893,41676,7195,53,67,4352,0.5542,0.18
816,18024,2886,5911,96,41,12743,0.38,0.37
817,22656,33738,13101,11,62,6961,0.5029,0.91
818,27912,37064,16682,19,32,161,0.5019,0.74
819,22025,44664,12371,40,31,15616,0.2253,0.76
820,27062,26088,4373,76,74,4759,0.5172,0.56
821,28395,35607,2910,78,41,17843,0.5359,0.67
822,13907,33808,17157,19,10,8947,0.666,0.51
823,9680,33208,14969,66,93,5922,0.5615,0.74
824,26532,29815,619,22,81,14532,0.8032,0.73
825,17849,23906,8461,50,66,19034,0.4573,0.03
826,8791,37001,9636,65,37,10857,0.4868,0.63
827,26356,17143,19268,47,93,16232,0.6,0.63
828,25186,10325,2172,48,82,4907,0.3419,0.07
829,7594,9852,14459,70,44,11216,0.4754,0.41
830,4412,3557,3139,59,45,7548,0.6803,0.9
831,1424,42716,14292,90,46,5089,0.4883,0.95
832,25831,9341,7260,83,13,19377,0.8346,0.78
833,26503,553,16483,43,22,8117,0.6307,0.15
834,3241,9996,564,9,19,11462,0.3076,0.37
835,23903,21926,11033,61,8,8410,0.5412,0.18
836,19970,11076,11020,19,38,1034,0.7353,0.65
837,1910,48740,10860,95,66,1157,0.6503,0.77
838,6688,33686,10079,20,42,13222,0.8197,0.88
839,19407,4968,4721,61,85,10320,0.725,0.86
840,5401,16496,17599,86,75,4392,0.2431,0.1
841,26890,31734,10491,29,27,11215,0.2788,0.13
842,20670,12271,464,26,24,1603,0.6548,0.91
843,25389,24211,15143,35,60,2052,0.3669,0.84
844,22461,33788,17538,38,57,16931,0.6115,0.46
845,28278,21404,19790,91,6,12641,0.7546,0.43
846,28810,42374,2466,20,25,1471,0.6039,0.55
847,15585,39343,5661,74,80,3524,0.4908,0.6
848,11814,28353,15281,63,46,9030,0.6524,0.25
849,20752,31080,8445,19,61,15819,0.3005,0.4
850,4848,2117,8310,86,53,12216,0.7062,0.62
851,21333,8057,19997,17,95,9468,0.6879,0.21
852,9535,49098,12698,28,14,12440,0.5601,1.0
853,3809,42288,13392,17,76,581,0.3952,0.28
854,25757,4892,14260,69,65,1669,0.7583,0.55
855,23103,13337,6883,40,25,17725,0.5574,0.55
856,25131,16351,4802,53,64,19558,0.2414,0.45
857,13216,19352,12028,86,90,4163,0.843,0.24
858,25570,10807,8777,52,17,9369,0.7374,0.57
859,9676,34306,5073,47,52,12489,0.6094,0.09
860,10250,28840,1032,10,44,3961,0.5058,0.39
861,19556,3643,14355,85,67,7209,0.8719,0.22
862,6630,44235,16196,72,80,13210,0.7425,0.12
863,10288,48388,17779,18,85,13775,0.5745,0.93
864,14783,39211,11251,34,13,1157,0.6572,0.7
865,28961,35131,16960,88,61,5477,0.3965,0.17
866,604,43029,17364,12,55,12886,0.337,0.95
867,1314,311,18716,58,44,14843,0.3913,0.22
868,1631,46677,18380,70,80,6546,0.4052,0.24
869,28116,39895,15415,8,77,1737,0.7178,0.13
870,24060,431,10783,78,68,6037,0.298,0.73
871,923,23344,10158,88,98,16141,0.7443,0.57
872,17412,8269,3410,64,74,12797,0.5664,0.06
873,5129,22204,9835,57,68,3525,0.4692,0.03
874,13528,42001,8162,78,29,15968,0.4103,0.53
875,16617,14691,16066,96,32,19011,0.5592,0.65
876,2205,31811,19359,19,14,18966,0.4223,0.82
877,3727,48993,3675,5,32,2079,0.5006,0.48
878,13072,827,5519,26,97,9385,0.7173,0.68
879,22800,21459,1273,95,40,5468,0.6382,0.73
880,1952,43922,7160,97,15,6240,0.7236,0.61
881,5010,36111,9207,19,25,15708,0.6991,0.35
882,29944,49900,13301,78,30,11985,0.7706,0.13
883,20659,37963,5042,88,22,11832,0.3412,0.65
884,27609,46677,13696,26,72,14630,0.8966,0.77
885,27960,23098,11920,54,45,12040,0.533,0.19
886,28974,11029,4837,52,19,9989,0.7028,0.49
887,11103,14942,18806,77,27,4869,0.6744,0.4
888,21832,23619,11190,55,45,5969,0.5963,0.21
889,25926,17493,3349,21,10,2860,0.8971,0.25
890,13943,34418,9410,87,75,3465,0.3521,0.24
891,11804,9095,6501,95,64,1766,0.4952,0.42
892,15861,28756,12991,55,83,339,0.2894,0.39
893,6290,48034,16043,41,56,4747,0.3273,0.55
894,17740,40360,14670,53,13,15381,0.6991,0.09
895,19860,45369,18841,63,34,15825,0.2034,0.58
896,5745,15667,13134,14,48,659,0.8229,0.02
897,29938,28940,5077,34,66,2403,0.6432,0.26
898,19970,23931,4310,89,47,16969,0.5086,0.5
899,20068,13365,4878,25,32,19725,0.432,0.69
900,9688,5524,8822,38,98,8998,0.2884,0.77
901,11929,20725,9062,77,12,16035,0.8451,0.04
902,8153,14186,8365,54,55,7207,0.6986,0.54
903,3430,29287,14309,80,94,3899,0.4355,0.35
904,19187,36029,12681,51,34,8119,0.2497,0.69
905,8762,20639,18308,89,15,8595,0.428,0.28
906,24604,25203,3173,88,24,12133,0.3292,0.74
907,7214,27974,4274,10,35,4380,0.7504,0.6
908,13423,9315,19632,54,38,5279,0.7037,0.79
909,1453,39485,11027,67,16,3045,0.5487,0.98
910,11075,22144,14658,16,52,13374,0.8201,0.91
911,11123,12026,1260,45,32,11950,0.3265,0.59
912,21547,47960,9268,35,71,2264,0.5164,0.89
913,25033,31601,12503,6,67,12390,0.6974,0.15
914,27695,29874,5479,20,52,16709,0.2475,0.04
915,24059,25108,15260,5,46,14737,0.4609,0.53
916,767,49028,8739,8,56,6603,0.6002,0.97
917,20952,17660,12771,51,9,8388,0.4568,0.71
918,29803,24440,9935,69,81,19982,0.5361,0.31
919,9437,25076,8232,56,16,7022,0.6257,0.67
920,13759,48506,8966,51,63,17285,0.4579,0.04
921,23303,27726,425,81,69,8729,0.2742,0.47
922,28861,32820,18120,54,56,17987,0.2976,0.24
923,3819,35101,5062,49,47,18195,0.5689,0.05
924,19229,4800,16690,46,87,11425,0.3223,0.25
925,7583,43895,100,99,97,8825,0.8229,0.72
926,639,7960,6640,88,67,4360,0.7839,0.55
927,27455,7626,7487,60,54,15377,0.4443,0.02
928,5064,38427,15212,75,43,8752,0.7817,0.41
929,28812,39600,17028,61,46,3863,0.5732,0.75
930,4935,2613,13155,37,93,13566,0.3113,0.95
931,20259,7930,4781,32,84,14796,0.6299,0.87
932,6142,14881,3923,48,21,5941,0.6756,0.0
933,14937,8010,11678,60,96,6938,0.2587,0.22
934,23586,15947,9314,48,47,3252,0.4201,0.21
935,7412,5749,5798,88,53,16776,0.2038,0.41
936,5420,9220,1526,77,9,7795,0.4215,0.65
937,13316,2051,8082,38,5,1473,0.4348,0.15
938,22616,10265,3070,18,71,14587,0.6411,0.92
939,24375,14452,12734,72,28,12109,0.3393,0.78
940,27184,9846,10972,33,33,12637,0.2211,0.42
941,2879,43838,15436,83,19,14301,0.4209,0.58
942,17408,29097,8116,21,8,9157,0.7779,0.54
943,27632,42054,12139,87,48,6697,0.4794,0.58
944,1681,24283,13458,13,69,1961,0.4906,0.86
945,24198,8904,8217,31,83,1389,0.5283,0.2
946,19808,27269,12866,53,92,18680,0.7263,0.68
947,12777,695,2283,83,35,14814,0.536,0.11
948,5813,29692,8167,41,24,6496,0.2639,0.46
949,23510,40743,14600,32,14,16342,0.3445,0.64
950,16739,20923,6409,54,15,19385,0.3315,0.01
951,4904,6072,14414,59,86,16931,0.5555,0.11
952,18322,15982,4247,8,32,11190,0.221,0.09
953,10236,958,10343,89,42,17224,0.3985,0.37
954,109,5619,9382,23,84,12442,0.625,0.62
955,19355,23869,665,41,28,8251,0.4483,1.0
956,25473,25120,12894,8,43,16034,0.6954,0.25
957,23893,42848,12451,41,55,19532,0.4739,0.14
958,23902,37185,18000,55,80,2866,0.8855,0.41
959,29648,19938,9218,36,54,376,0.8757,0.15
960,5224,45012,9558,49,11,17316,0.7599,0.02
961,1115,12979,15604,16,85,18105,0.8681,0.56
962,26500,33898,2389,45,72,5052,0.3433,0.88
963,29145,42355,16296,60,57,18608,0.7256,0.86
964,27812,24390,8159,84,41,5285,0.4252,0.1
965,2293,46173,10338,18,87,973,0.7077,0.15
966,8515,10355,13367,58,58,16211,0.4617,0.49
967,13650,1547,16812,67,94,14597,0.4026,0.37
968,14612,43105,3515,69,59,13851,0.8712,0.7
969,29624,29295,18705,62,79,2874,0.3469,0.49
970,23933,2950,17441,25,35,9395,0.731,0.02
971,4258,28500,6850,8,69,2120,0.6723,0.28
972,20409,12053,16543,77,97,6594,0.4124,0.9
973,7070,40974,2821,50,93,4650,0.5208,0.51
974,7038,23635,3933,90,63,970,0.3001,0.8
975,21268,10100,2650,16,51,6141,0.8448,0.4
976,13872,9603,5568,34,53,19916,0.8777,0.68
977,20484,15593,19677,98,22,13893,0.7127,0.17
978,18117,4155,17439,64,7,14856,0.7946,0.74
979,10444,38270,16739,75,22,17877,0.2578,0.79
980,7366,32508,15973,85,62,12749,0.4688,0.09
981,8802,42149,5751,69,75,2851,0.4316,0.18
982,484,34540,1008,18,96,18209,0.5955,0.46
983,504,28351,7645,48,85,8270,0.3283,0.64
984,8275,4632,3588,30,29,18726,0.5944,0.64
985,15258,5024,18064,95,22,3753,0.6581,0.67
986,29289,48137,10033,20,56,875,0.2926,0.71
987,12863,12646,2653,11,47,14247,0.2922,0.51
988,18484,26679,13517,36,71,7761,0.2248,0.57
989,27432,6185,255,93,93,16061,0.7326,0.01
990,9960,12490,12492,99,11,18693,0.4317,0.17
991,6089,13380,5741,20,78,17596,0.3578,0.5
992,15206,24218,6191,82,48,3489,0.7447,0.75
993,17944,4964,19579,93,48,16032,0.3003,0.81
994,23674,42184,19554,66,55,2583,0.499,0.73
995,23624,34089,6778,34,87,5662,0.7214,0.49
996,3736,35728,6080,75,83,9601,0.6017,0.28
997,11016,26949,16612,16,89,7980,0.5878,0.44
998,4909,27666,13433,71,25,18659,0.3102,0.01
999,20662,10802,16546,95,41,3722,0.3267,0.6
1000,13556,41296,8998,50,32,2210,0.6078,0.07
1001,15544,15485,9138,87,36,1847,0.2165,0.15
1002,23729,9436,14264,47,61,11221,0.8084,0.63
1003,23084,31325,9027,59,45,15240,0.4453,0.01
1004,6097,36121,1853,49,58,1294,0.4916,0.57
1005,2148,3882,15439,64,31,7943,0.3809,0.64
1006,12438,23441,18732,75,91,1980,0.8137,0.79
1007,21264,24194,12320,84,78,15755,0.6498,0.07
1008,17200,49211,1592,36,44,18952,0.5149,0.0
1009,24423,23966,7309,12,45,97,0.6097,0.77
1010,22049,19149,12450,81,74,183,0.4663,0.29
1011,4644,42819,12596,66,28,14904,0.5259,0.89
1012,5076,31092,2204,79,22,11288,0.4503,0.18
1013,12875,49137,8816,24,78,2414,0.4875,0.59
1014,10115,14667,15799,22,60,3559,0.4205,0.11
1015,26757,44551,11280,10,19,10375,0.2543,0.4
1016,3519,3613,17815,88,76,13409,0.2261,0.88
1017,14530,49747,5952,33,39,18971,0.3219,0.61
1018,7339,13435,1272,8,31,8046,0.3761,0.69
1019,26250,44240,1551,75,93,2521,0.8233,0.23
1020,14589,38690,9100,47,7,2484,0.6279,0.92
1021,16733,14937,16258,88,25,4385,0.8708,0.62
